customer_id,country,city,tenure_days,freq,monetary,avg_amount,max_amount,recency_days,avg_gap_days,label_churn
1073,UK,London,297,3,331.3253443989,110.4417814663,141.3284191987,32.0,81.5,0
1074,US,SF,119,4,866.6684952831,216.6671238208,348.4246230091,13.0,28.6666666667,0
1075,US,Austin,143,3,616.5059037362,205.5019679121,353.0650201009,11.0,15.0,0
1076,SG,Singapore,138,2,369.6623681934,184.8311840967,214.9066117361,52.0,37.0,0
1077,SG,Singapore,129,3,350.1722329786,116.7240776595,134.5596392996,12.0,26.0,1
1078,DE,Berlin,282,4,402.7730642851,100.6932660713,129.2514292658,58.0,28.6666666667,0
1079,IN,Mumbai,220,5,1137.1943289252,227.438865785,424.007160272,37.0,28.0,0
1080,UK,London,273,10,1511.6327652336,151.1632765234,423.9156604938,10.0,20.3333333333,0
1081,IN,Bengaluru,109,2,282.3215745037,141.1607872518,197.1922706842,35.0,40.0,1
1082,SG,Singapore,162,0,,,,,,1
1083,IN,Hyderabad,226,3,920.9261403468,306.9753801156,519.6033145003,77.0,19.0,0
1084,IN,Bengaluru,285,5,960.1642819648,192.032856393,313.155178492,8.0,31.25,0
1085,US,Austin,230,5,1197.6562571506,239.5312514301,427.0979416511,4.0,39.75,0
1086,DE,Berlin,227,4,682.7165297478,170.679132437,258.7761247827,7.0,50.3333333333,0
1087,UK,Manchester,138,0,,,,,,0
1088,US,Austin,158,6,1074.9176827692,179.1529471282,277.8421327122,3.0,30.6,0
1089,US,Austin,104,4,390.7605069018,97.6901267255,185.6932208263,52.0,4.6666666667,0
1090,UK,Manchester,195,4,807.9136088361,201.978402209,381.3859426036,127.0,22.3333333333,0
1091,UK,Manchester,272,4,519.2760667263,129.8190166816,183.0720909236,4.0,56.3333333333,0
1092,SG,Singapore,142,4,530.0025626861,132.5006406715,182.5395753831,63.0,23.0,1
1093,IN,Bengaluru,131,2,499.0999137103,249.5499568552,310.2530644812,95.0,36.0,0
1094,US,NYC,175,1,41.5783628609,41.5783628609,41.5783628609,120.0,,0
1095,UK,London,129,2,441.8161554357,220.9080777179,341.3821986953,112.0,0.0,1
1096,SG,Singapore,190,1,148.5776285952,148.5776285952,148.5776285952,33.0,,1
1097,SG,Singapore,184,3,599.669306471,199.8897688237,231.7630903746,50.0,61.0,0
1098,IN,Delhi,205,4,541.2494977261,135.3123744315,204.3921619035,24.0,37.3333333333,0
1099,IN,Bengaluru,293,3,306.0142426385,102.0047475462,142.9366158053,56.0,71.5,0
1100,IN,Delhi,275,8,1839.3931786688,229.9241473336,517.2154621971,5.0,24.8571428571,0
1101,UK,London,292,3,377.971574077,125.9905246923,164.3960182763,58.0,17.5,0
1102,SG,Singapore,159,6,1002.9924691314,167.1654115219,325.3192960403,32.0,24.0,0
1103,UK,Manchester,229,2,399.7346331793,199.8673165897,278.4460365192,145.0,10.0,0
1104,US,Austin,187,3,463.664008312,154.5546694373,182.4781665325,10.0,36.5,1
1105,US,Austin,99,0,,,,,,0
1106,SG,Singapore,244,5,575.1105716322,115.0221143264,219.8673408342,20.0,45.0,1
1107,US,SF,208,5,1176.457678016,235.2915356032,444.8655586067,52.0,28.75,0
1108,DE,Berlin,133,6,880.3806959182,146.7301159864,352.8255464837,17.0,22.2,1
1109,IN,Delhi,248,6,884.9902822729,147.4983803788,193.4045851816,43.0,31.2,1
1110,DE,Munich,282,6,633.485750105,105.5809583508,157.509063659,38.0,29.0,0
1111,DE,Munich,235,7,1605.1922447844,229.3131778263,518.856955579,65.0,21.5,0
1112,DE,Berlin,263,8,1738.4462327131,217.3057790891,544.0459121798,30.0,20.5714285714,1
1113,IN,Delhi,94,1,201.0097762833,201.0097762833,201.0097762833,80.0,,1
1114,DE,Munich,121,4,862.7387856947,215.6846964237,362.6607647677,2.0,36.0,1
1115,IN,Bengaluru,159,3,384.2287712653,128.0762570884,176.907905505,19.0,25.5,0
1116,US,NYC,107,0,,,,,,1
1117,SG,Singapore,122,2,256.4347827242,128.2173913621,164.8724372562,88.0,6.0,0
1118,US,SF,258,2,204.0003948429,102.0001974215,127.9125549804,53.0,42.0,1
1119,US,SF,102,0,,,,,,0
1120,DE,Berlin,180,2,386.2800006001,193.1400003001,242.0878346651,98.0,72.0,0
1121,IN,Hyderabad,121,4,317.9122087712,79.4780521928,127.725994325,45.0,21.0,0
1122,SG,Singapore,102,3,357.1754855658,119.0584951886,192.5295276842,7.0,10.0,1
1123,IN,Delhi,229,2,309.330127723,154.6650638615,269.4432664999,70.0,47.0,0
1124,IN,Bengaluru,274,7,1275.6493287809,182.2356183973,296.0015025092,18.0,21.6666666667,0
1125,US,SF,248,4,382.3362207372,95.5840551843,149.0537650536,12.0,12.3333333333,0
1126,DE,Munich,205,4,1173.0093632731,293.2523408183,659.257334048,33.0,40.6666666667,0
1127,US,SF,119,1,58.436653473,58.436653473,58.436653473,56.0,,0
1128,IN,Bengaluru,109,1,223.1279583364,223.1279583364,223.1279583364,34.0,,0
1129,DE,Berlin,297,3,353.9418475952,117.9806158651,146.4424637621,22.0,36.5,0
1130,DE,Munich,186,2,407.0659747864,203.5329873932,210.9665268217,99.0,82.0,0
1131,DE,Munich,207,7,1155.772953458,165.1104219226,326.6430208939,19.0,29.0,0
1132,DE,Munich,250,5,722.8320672907,144.5664134581,344.8002960941,66.0,29.25,0
1133,US,NYC,272,2,223.4382472133,111.7191236066,131.9952304915,96.0,90.0,0
1134,UK,London,224,7,1201.20709938,171.6010141971,328.7374031874,1.0,28.6666666667,0
1135,IN,Delhi,91,0,,,,,,0
1136,UK,London,228,2,226.6470987216,113.3235493608,153.8613076214,17.0,15.0,0
1137,IN,Hyderabad,185,7,1016.2931108213,145.1847301173,211.281550725,33.0,24.6666666667,1
1138,SG,Singapore,144,3,399.7213262119,133.2404420706,159.8832138743,4.0,67.5,0
1139,IN,Delhi,219,5,640.1547796281,128.0309559256,225.3603774169,18.0,39.75,0
1140,US,NYC,85,1,83.2501502182,83.2501502182,83.2501502182,21.0,,0
1141,SG,Singapore,87,1,109.8649975512,109.8649975512,109.8649975512,86.0,,0
1142,US,SF,243,5,981.2770433158,196.2554086632,348.034833964,92.0,21.75,0
1143,IN,Bengaluru,189,7,933.8420897132,133.4060128162,252.5766363976,56.0,22.1666666667,1
1144,SG,Singapore,232,6,1145.6253411735,190.9375568622,440.5591074946,13.0,21.6,0
1145,SG,Singapore,236,5,865.7111878169,173.1422375634,260.317611983,20.0,39.0,1
1146,DE,Munich,290,4,879.2322410805,219.8080602701,489.3120358776,45.0,49.3333333333,0
1147,UK,London,165,5,467.0791383699,93.415827674,140.4675337435,2.0,40.0,0
1148,UK,London,188,6,664.8945789564,110.8157631594,201.3742312409,28.0,25.8,0
1149,UK,Manchester,287,6,1184.5127329747,197.4187888291,411.4393368986,18.0,34.6,0
1150,US,Austin,237,5,744.2394733532,148.8478946706,211.6354652415,15.0,31.0,0
1151,UK,Manchester,99,0,,,,,,1
1152,UK,London,246,5,929.4831243682,185.8966248736,251.0623966113,33.0,33.25,0
1153,IN,Hyderabad,267,4,409.0718294236,102.2679573559,177.3182539813,22.0,37.3333333333,0
1154,SG,Singapore,191,3,724.4844390198,241.4948130066,298.181734077,51.0,17.5,1
1155,IN,Bengaluru,82,2,428.3670896162,214.1835448081,320.6307392347,38.0,26.0,1
1156,SG,Singapore,245,4,399.470635539,99.8676588847,186.3530957908,48.0,47.6666666667,0
1157,US,SF,151,2,393.5216006825,196.7608003412,282.7603736844,51.0,12.0,1
1158,IN,Bengaluru,131,4,594.9079282071,148.7269820518,169.0187864851,6.0,20.6666666667,0
1159,UK,Manchester,246,2,306.4362849716,153.2181424858,155.5015892765,7.0,166.0,0
1160,US,SF,139,2,260.2579193514,130.1289596757,147.6924511714,65.0,38.0,0
1161,SG,Singapore,218,4,653.3759569603,163.3439892401,222.075832258,19.0,41.6666666667,0
1162,SG,Singapore,160,5,1248.3725441619,249.6745088324,781.5939700168,69.0,16.0,0
1163,SG,Singapore,159,4,635.4204290144,158.8551072536,275.7608728379,14.0,31.6666666667,1
1164,IN,Bengaluru,181,4,730.2919711377,182.5729927844,221.3536841907,73.0,34.0,0
1165,UK,London,279,2,369.6563471739,184.828173587,202.4538702769,91.0,9.0,0
1166,IN,Bengaluru,115,2,318.3586455143,159.1793227572,183.9444227449,23.0,76.0,1
1167,UK,Manchester,228,4,743.2611638435,185.8152909609,218.6238399713,42.0,25.6666666667,0
1168,SG,Singapore,258,5,764.9866081904,152.9973216381,296.8361333313,27.0,39.75,0
1169,UK,London,290,7,1022.868124443,146.1240177776,211.180566492,5.0,26.1666666667,1
1170,UK,Manchester,169,2,251.4910871041,125.7455435521,128.651633897,5.0,76.0,1
1171,UK,London,150,3,443.2151230844,147.7383743615,232.69976164,5.0,56.0,0
1172,IN,Hyderabad,295,3,886.5465985444,295.5155328481,346.7182092688,27.0,34.5,0
1173,UK,London,186,4,824.4731070726,206.1182767682,423.6392389302,65.0,22.6666666667,0
1174,IN,Mumbai,249,6,1444.4847963416,240.7474660569,396.0255319041,36.0,31.6,0
1175,US,Austin,157,5,702.6603378176,140.5320675635,199.2658028247,52.0,20.0,1
1176,UK,London,260,2,352.296468318,176.148234159,264.438349494,95.0,52.0,0
1177,DE,Munich,147,3,1087.6148053784,362.5382684595,509.1247445357,15.0,45.0,0
1178,SG,Singapore,214,5,679.3335353617,135.8667070723,253.0260112918,2.0,42.25,0
1179,IN,Delhi,93,1,95.4991909453,95.4991909453,95.4991909453,78.0,,1
1180,US,Austin,268,0,,,,,,0
1181,IN,Mumbai,224,4,509.5727595968,127.3931898992,239.5676700231,76.0,33.3333333333,0
1182,SG,Singapore,274,3,591.853762404,197.284587468,275.2457496095,40.0,74.0,0
1183,DE,Berlin,95,1,121.2510177903,121.2510177903,121.2510177903,80.0,,1
1184,IN,Mumbai,106,2,181.3198903417,90.6599451708,109.0339851512,32.0,69.0,1
1185,UK,London,242,6,955.7310733289,159.2885122215,232.8800857472,25.0,31.2,0
1186,UK,London,154,5,1161.2338407437,232.2467681487,496.815808318,27.0,25.75,1
1187,US,Austin,119,3,435.0210330467,145.0070110156,207.9609184337,3.0,38.5,0
1188,IN,Mumbai,177,0,,,,,,0
1189,SG,Singapore,182,2,476.7547485671,238.3773742836,303.6836709469,8.0,126.0,1
1190,SG,Singapore,245,6,905.4655751269,150.9109291878,189.5729945466,6.0,36.2,1
1191,US,NYC,278,2,1102.2782267288,551.1391133644,694.5034921649,39.0,72.0,1
1192,US,SF,101,0,,,,,,0
1193,IN,Bengaluru,101,1,195.1759386172,195.1759386172,195.1759386172,69.0,,1
1194,UK,Manchester,159,3,499.9144867453,166.6381622484,256.0281621455,17.0,35.0,1
1195,US,SF,224,4,549.0401503982,137.2600375995,168.870549103,3.0,52.3333333333,0
1196,US,Austin,222,3,382.446724146,127.482241382,235.081159149,18.0,66.5,0
1197,IN,Hyderabad,139,2,279.6171167326,139.8085583663,146.6609401848,101.0,24.0,0
1198,IN,Hyderabad,101,2,455.1480432076,227.5740216038,383.2789951932,78.0,20.0,0
1199,US,NYC,104,1,248.4736684613,248.4736684613,248.4736684613,71.0,,0
1200,DE,Munich,127,0,,,,,,1
1201,UK,London,158,3,804.4930219259,268.164340642,326.7858209714,25.0,44.5,1
1202,US,NYC,280,8,1290.187713355,161.2734641694,397.1199470018,5.0,24.4285714286,1
1203,US,SF,263,3,748.6018371932,249.5339457311,366.3080597366,35.0,66.5,0
1204,UK,Manchester,101,2,214.1145806697,107.0572903349,144.0122606594,53.0,16.0,0
1205,IN,Mumbai,165,5,783.665480251,156.7330960502,380.2806214638,38.0,30.5,0
1206,UK,Manchester,296,5,926.8996108151,185.379922163,320.6738631822,56.0,17.25,0
1207,SG,Singapore,276,6,619.2017746968,103.2002957828,150.2424466585,4.0,30.6,0
1208,IN,Delhi,153,0,,,,,,0
1209,UK,London,297,5,713.8125295535,142.7625059107,193.6287873641,40.0,40.0,0
1210,SG,Singapore,263,6,1183.8022000263,197.300366671,446.0902213184,46.0,19.0,0
1211,IN,Delhi,178,3,260.8267384509,86.9422461503,126.8772309722,46.0,40.5,1
1212,SG,Singapore,147,0,,,,,,1
1213,UK,Manchester,155,4,708.6292523207,177.1573130802,404.7864088598,39.0,28.0,1
1214,DE,Berlin,249,3,297.248314231,99.0827714103,142.2900789044,3.0,70.5,0
1215,DE,Berlin,142,4,838.8100399591,209.7025099898,519.4633240579,10.0,24.6666666667,1
1216,UK,London,246,6,1024.5916395831,170.7652732638,266.5143335538,2.0,29.4,1
1217,DE,Berlin,227,5,935.9260112392,187.1852022478,393.0567542595,31.0,18.0,1
1218,SG,Singapore,135,0,,,,,,0
1219,UK,Manchester,156,2,274.8281256716,137.4140628358,169.9931241305,26.0,34.0,0
1220,IN,Mumbai,112,0,,,,,,1
1221,SG,Singapore,154,3,886.6891397383,295.5630465794,401.5628993683,1.0,61.5,1
1222,IN,Mumbai,174,5,1316.7754088419,263.3550817684,724.3010684116,24.0,37.25,0
1223,SG,Singapore,278,3,500.8289115338,166.9429705113,202.1595210921,25.0,59.0,0
1224,DE,Munich,218,5,488.1599624839,97.6319924968,150.9695361411,25.0,42.5,0
1225,DE,Munich,240,2,300.7215865722,150.3607932861,150.3607932861,86.0,56.0,1
1226,SG,Singapore,245,2,373.8487969445,186.9243984722,253.1560447068,32.0,109.0,1
1227,US,SF,85,0,,,,,,0
1228,DE,Berlin,212,3,236.6344260671,78.8781420224,135.6837193189,69.0,60.5,1
1229,SG,Singapore,103,1,266.225334404,266.225334404,266.225334404,62.0,,0
1230,DE,Berlin,160,4,546.6521229267,136.6630307317,202.8473391453,5.0,49.0,1
1231,UK,Manchester,124,1,428.4674174988,428.4674174988,428.4674174988,49.0,,0
1232,US,SF,188,3,518.6855025301,172.89516751,285.9662467588,64.0,47.5,0
1233,SG,Singapore,172,3,409.3935409983,136.4645136661,183.997832992,31.0,57.0,1
1234,DE,Munich,190,6,865.6270193749,144.2711698958,266.9535527154,45.0,27.6,0
1235,DE,Berlin,256,5,934.5510553187,186.9102110637,266.139224303,30.0,15.0,0
1236,SG,Singapore,140,3,621.8847635265,207.2949211755,286.8877217012,31.0,36.5,1
1237,US,Austin,237,8,1421.2098766973,177.6512345872,380.2401468944,27.0,24.0,0
1238,IN,Mumbai,293,6,1016.5051258959,169.4175209826,444.7880151055,5.0,37.6,1
1239,SG,Singapore,157,2,195.9639166965,97.9819583483,160.3919976174,30.0,64.0,1
1240,IN,Bengaluru,260,6,1680.3387012341,280.0564502057,409.6929363925,39.0,26.8,0
1241,UK,London,92,0,,,,,,1
1242,US,NYC,89,1,185.4975393143,185.4975393143,185.4975393143,16.0,,0
1243,IN,Delhi,98,0,,,,,,1
1244,US,SF,217,2,182.95566779,91.477833895,125.4238457921,44.0,33.0,0
1245,SG,Singapore,295,11,1886.0262729212,171.4569339019,291.7241078389,37.0,15.8,0
1246,DE,Munich,95,0,,,,,,1
1247,SG,Singapore,204,2,289.8780170031,144.9390085016,151.5065856065,59.0,75.0,0
1248,DE,Munich,86,1,219.4285453837,219.4285453837,219.4285453837,44.0,,0
1249,DE,Berlin,87,0,,,,,,1
1250,US,Austin,111,2,280.3276494509,140.1638247255,178.6456365619,61.0,49.0,0
1251,IN,Delhi,234,7,979.4730914372,139.9247273482,239.7908237586,30.0,18.8333333333,0
1252,DE,Berlin,214,6,966.8004977536,161.1334162923,407.0334930044,16.0,36.4,0
1253,US,Austin,112,2,393.0673134771,196.5336567385,229.8868174875,37.0,10.0,0
1254,SG,Singapore,229,5,1142.3657829029,228.4731565806,409.6887939788,2.0,40.25,0
1255,IN,Bengaluru,261,4,1017.7525944213,254.4381486053,642.0929232514,26.0,33.3333333333,0
1256,IN,Hyderabad,176,8,1454.596609401,181.8245761751,438.4933558106,26.0,20.2857142857,0
1257,US,SF,93,0,,,,,,1
1258,SG,Singapore,146,4,241.1609219921,60.290230498,110.2449505512,36.0,29.3333333333,0
1259,DE,Munich,173,6,1320.4534742219,220.075579037,438.6287883322,84.0,17.8,1
1260,SG,Singapore,277,4,1132.9966731977,283.2491682994,476.4985223858,71.0,33.0,0
1261,US,Austin,163,1,189.8822957166,189.8822957166,189.8822957166,162.0,,1
1262,DE,Munich,81,0,,,,,,0
1263,UK,London,268,8,1393.7712580634,174.2214072579,321.911429752,62.0,17.8571428571,0
1264,UK,Manchester,185,3,869.5702525892,289.8567508631,343.0267739721,22.0,51.0,0
1265,US,SF,106,0,,,,,,1
1266,DE,Berlin,136,1,249.4288872894,249.4288872894,249.4288872894,109.0,,0
1267,UK,London,145,1,55.0671068385,55.0671068385,55.0671068385,89.0,,0
1268,UK,Manchester,144,5,709.7436684685,141.9487336937,197.4432487799,22.0,23.0,1
1269,UK,London,220,7,899.0590708435,128.4370101205,229.9504296009,2.0,20.3333333333,0
1270,US,NYC,234,5,552.3793081635,110.4758616327,171.9267597332,6.0,48.25,0
1271,US,SF,121,0,,,,,,0
1272,US,Austin,121,2,124.768962534,62.384481267,71.8163870398,83.0,19.0,1
1273,US,NYC,108,0,,,,,,0
1274,DE,Munich,98,2,169.1167811996,84.5583905998,90.4894070009,15.0,52.0,1
1275,UK,Manchester,186,3,850.8412068205,283.6137356068,518.9591912669,146.0,19.5,1
1276,DE,Berlin,188,8,1664.0648748116,208.0081093515,476.3330663064,2.0,24.0,0
1277,US,SF,123,1,188.3360753833,188.3360753833,188.3360753833,10.0,,0
1278,DE,Berlin,156,3,543.2396298807,181.0798766269,267.8304476689,32.0,27.5,0
1279,SG,Singapore,144,3,418.1699083458,139.3899694486,177.0389266138,53.0,25.0,1
1280,DE,Berlin,124,3,332.3997538007,110.7999179336,122.2630142518,33.0,18.0,0
1281,UK,Manchester,103,2,242.1340353155,121.0670176577,123.0704358635,29.0,45.0,0
1282,DE,Munich,224,3,669.9262221816,223.3087407272,417.9727653299,62.0,52.0,1
1283,SG,Singapore,216,3,362.0521668233,120.6840556078,159.6695997282,70.0,42.0,0
1284,DE,Berlin,278,6,1127.5991518682,187.933191978,468.8840403036,27.0,28.8,0
1285,UK,Manchester,172,5,665.6323155443,133.1264631089,218.3862378904,16.0,36.25,0
1286,DE,Berlin,291,5,823.1438187256,164.6287637451,263.7809903326,12.0,36.25,1
1287,DE,Munich,196,2,276.1942899161,138.0971449581,199.3767183334,40.0,3.0,0
1288,DE,Berlin,179,3,475.5232800938,158.5077600313,295.7404551844,26.0,64.5,0
1289,DE,Berlin,236,4,527.8688722816,131.9672180704,232.7226230196,17.0,38.6666666667,1
1290,SG,Singapore,169,2,256.8859547299,128.4429773649,161.0900617965,65.0,53.0,0
1291,DE,Berlin,292,10,1585.8330072739,158.5833007274,556.0367712318,8.0,15.4444444444,1
1292,IN,Hyderabad,290,3,607.969228036,202.6564093453,356.0990072628,31.0,41.5,0
1293,US,SF,118,2,188.7010389137,94.3505194569,98.6982164794,35.0,74.0,1
1294,US,NYC,219,4,773.9623319909,193.4905829977,266.6199413708,36.0,47.3333333333,0
1295,UK,Manchester,271,3,723.7140606528,241.2380202176,553.4445516073,56.0,40.0,0
1296,UK,London,184,5,1309.0756136854,261.8151227371,756.0986571322,24.0,36.25,0
1297,DE,Munich,129,2,342.7225491693,171.3612745846,235.9709497399,63.0,13.0,0
1298,UK,Manchester,251,0,,,,,,1
1299,UK,Manchester,162,2,391.4983987249,195.7491993624,321.6686025182,52.0,41.0,0
1300,UK,London,280,5,1023.3254994331,204.6650998866,400.4897464675,3.0,30.25,1
1301,DE,Berlin,287,5,803.3394481572,160.6678896314,229.0230752469,22.0,40.0,0
1302,SG,Singapore,182,2,557.8668668758,278.9334334379,400.1133295035,13.0,48.0,0
1303,UK,London,180,6,549.8146897145,91.6357816191,126.9442838187,50.0,18.4,0
1304,IN,Delhi,159,2,351.0094767206,175.5047383603,185.3709677539,10.0,58.0,1
1305,IN,Bengaluru,139,3,447.3200414151,149.1066804717,249.0955278192,86.0,12.5,0
1306,US,NYC,84,2,105.3624499348,52.6812249674,52.6812249674,10.0,33.0,1
1307,SG,Singapore,185,3,381.340795433,127.1135984777,171.3763652245,126.0,8.0,0
1308,US,NYC,228,1,175.688969119,175.688969119,175.688969119,196.0,,0
1309,DE,Berlin,124,1,445.6512717251,445.6512717251,445.6512717251,119.0,,1
1310,SG,Singapore,239,1,91.385498401,91.385498401,91.385498401,11.0,,0
1311,DE,Munich,202,2,375.7335246049,187.8667623025,319.7130740183,78.0,50.0,1
1312,UK,London,281,9,2093.6465233797,232.6273914866,557.7335770801,8.0,23.125,0
1313,SG,Singapore,293,6,853.297342794,142.216223799,338.5564991813,17.0,33.0,1
1314,US,SF,87,1,104.0859725387,104.0859725387,104.0859725387,74.0,,0
1315,IN,Delhi,115,1,275.5663171315,275.5663171315,275.5663171315,82.0,,0
1316,UK,Manchester,146,2,230.4266849207,115.2133424603,143.4414362965,56.0,19.0,0
1317,DE,Berlin,209,8,1430.447930163,178.8059912704,394.6810533769,22.0,20.8571428571,0
1318,IN,Bengaluru,260,2,152.2865949423,76.1432974712,102.5038582582,16.0,15.0,0
1319,IN,Mumbai,264,2,202.1160906971,101.0580453485,133.9183124285,136.0,26.0,0
1320,SG,Singapore,244,8,1621.079659286,202.6349574108,462.7047525792,14.0,22.8571428571,1
1321,SG,Singapore,178,1,126.7356266416,126.7356266416,126.7356266416,24.0,,0
